Source,Target,Weight,Type
Twelfth Doctor,The Veil,1,undirected
Twelfth Doctor,Thirteenth Doctor,1,undirected
Twelfth Doctor,Twelfth Doctor (Shadow World),1,undirected
Twelfth Doctor,Vardy,1,undirected
Twelfth Doctor,Zygon Osgood,1,undirected
Twelfth Doctor (Shadow World),Bill Potts (Shadow World),1,undirected
Twelfth Doctor (Shadow World),Monk (species),1,undirected
Twelfth Doctor (Shadow World),Nardole,1,undirected
Twelfth Doctor (Shadow World),Nardole (Shadow World),1,undirected
Twelfth Doctor (Shadow World),The Master,1,undirected
Twelfth Doctor (Shadow World),Twelfth Doctor,1,undirected
Tzim-Sha,Grace O'Brien,1,undirected
Tzim-Sha,Graham O'Brien,2,undirected
Tzim-Sha,Ryan Sinclair,2,undirected
Tzim-Sha,Thirteenth Doctor,2,undirected
Tzim-Sha,Yasmin Khan,2,undirected
Vardy,Bill Potts,1,undirected
Vardy,Emojibot,1,undirected
Vardy,Nardole,1,undirected
Vardy,Twelfth Doctor,1,undirected
Vashta Nerada,Donna Noble,2,undirected
Vashta Nerada,River Song,2,undirected
Vashta Nerada,Tenth Doctor,2,undirected
Vastra,Eleventh Doctor,1,undirected
Vastra,Jenny Flint,1,undirected
Vastra,Strax,1,undirected
Victoria,Angelo (Tooth and Claw),1,undirected
Victoria,Rose Tyler,1,undirected
Victoria,Tenth Doctor,1,undirected
Victoria,The Host,1,undirected
Vigil,Akhaten,1,undirected
Vigil,Clara Oswald (The Bells of Saint John),1,undirected
Vigil,Eleventh Doctor,1,undirected
Vigil,Mummy (The Rings of Akhaten),1,undirected
Vincent van Gogh,Amy Pond,2,undirected
Vincent van Gogh,Dorium Maldovar,1,undirected
Vincent van Gogh,Eleventh Doctor,2,undirected
Vincent van Gogh,Elizabeth X,1,undirected
Vincent van Gogh,Krafayis (Vincent and the Doctor),1,undirected
Vincent van Gogh,River Song,1,undirected
Vincent van Gogh,Rory Williams,1,undirected
Vincent van Gogh,The Alliance (The Pandorica Opens),1,undirected
Vincent van Gogh,Winston Churchill,1,undirected
War Doctor,Clara Oswald,2,undirected
War Doctor,Dalek Fleet,1,undirected
War Doctor,Eleventh Doctor,2,undirected
War Doctor,Elizabeth I,1,undirected
War Doctor,Great Intelligence,1,undirected
War Doctor,Kate Stewart,1,undirected
War Doctor,Paternoster Gang,1,undirected
War Doctor,Petronella Osgood,1,undirected
War Doctor,River Song,1,undirected
War Doctor,Tenth Doctor,1,undirected
War Doctor,The Curator,1,undirected
War Doctor,The Moment,1,undirected
War Doctor,Zygon Kate Stewart,1,undirected
Weeping Angel,Amy Pond,3,undirected
Weeping Angel,Eleventh Doctor,3,undirected
Weeping Angel,Jack Harkness,1,undirected
Weeping Angel,Julius Grayle,1,undirected
Weeping Angel,Martha Jones,1,undirected
Weeping Angel,River Song,3,undirected
Weeping Angel,Rory Williams,1,undirected
Weeping Angel,Tenth Doctor,1,undirected
Weeping Angel,Time Field,1,undirected
Weeping Angel (Good as Gold),Amy Pond,1,undirected
Weeping Angel (Good as Gold),Eleventh Doctor,1,undirected
Wilfred Mott,Alonso Frame,2,undirected
Wilfred Mott,Astrid Peth,1,undirected
Wilfred Mott,Cofelia,1,undirected
Wilfred Mott,Copper (Voyage of the Damned),1,undirected
Wilfred Mott,Dalek Caan,1,undirected
Wilfred Mott,Davros,2,undirected
Wilfred Mott,Donna Noble,6,undirected
Wilfred Mott,Eleventh Doctor,1,undirected
Wilfred Mott,Francine Jones,2,undirected
Wilfred Mott,Gwen Cooper,2,undirected
Wilfred Mott,Harriet Jones,1,undirected
Wilfred Mott,Heavenly Host,1,undirected
Wilfred Mott,Ianto Jones,2,undirected
Wilfred Mott,Jack Harkness,3,undirected
Wilfred Mott,Jackie Tyler,2,undirected
Wilfred Mott,K9 Mark IV,1,undirected
Wilfred Mott,Luke Smith,3,undirected
Wilfred Mott,Mace (The Sontaran Stratagem),2,undirected
Wilfred Mott,Martha Jones,5,undirected
Wilfred Mott,Max Capricorn,1,undirected
Wilfred Mott,Mickey Smith,2,undirected
Wilfred Mott,Mr Smith,2,undirected
Wilfred Mott,Ood Sigma,1,undirected
Wilfred Mott,Rassilon,1,undirected
Wilfred Mott,Rose Tyler,4,undirected
Wilfred Mott,Ross Jenkins,2,undirected
Wilfred Mott,Sarah Jane Smith,3,undirected
Wilfred Mott,Staal,2,undirected
Wilfred Mott,Supreme Dalek (The Stolen Earth),2,undirected
Wilfred Mott,Sylvia Noble,6,undirected
Wilfred Mott,Tenth Doctor,7,undirected
Wilfred Mott,Tenth Doctor (Journey's End),1,undirected
Wilfred Mott,The Master,1,undirected
William Shakespeare,Carrionite,1,undirected
William Shakespeare,Elizabeth I,1,undirected
William Shakespeare,Martha Jones,1,undirected
William Shakespeare,Tenth Doctor,1,undirected
Winifred Gillyflower,Clara Oswald,1,undirected
Winifred Gillyflower,Eleventh Doctor,1,undirected
Winifred Gillyflower,Mister Sweet,1,undirected
Winifred Gillyflower,Paternoster Gang,1,undirected
Winston Churchill,Amy Pond,3,undirected
Winston Churchill,Captain,1,undirected
Winston Churchill,Carter (Let's Kill Hitler),1,undirected
Winston Churchill,Dalek,1,undirected
Winston Churchill,Dorium Maldovar,2,undirected
Winston Churchill,Edwin Bracewell,1,undirected
Winston Churchill,Eleventh Doctor,3,undirected
Winston Churchill,Elizabeth X,1,undirected
Winston Churchill,River Song,2,undirected
Winston Churchill,Rory Williams,2,undirected
Winston Churchill,Silent,1,undirected
Winston Churchill,Teselecta,1,undirected
Winston Churchill,The Alliance (The Pandorica Opens),1,undirected
Winston Churchill,Vincent van Gogh,1,undirected
Yasmin Khan,Ada Lovelace,1,undirected
Yasmin Khan,Ashad,2,undirected
Yasmin Khan,Chagaska,1,undirected
Yasmin Khan,Charlie Duffy,1,undirected
Yasmin Khan,Daniel Barton,1,undirected
Yasmin Khan,Dorothy Skerrit,1,undirected
Yasmin Khan,Dreg,1,undirected
Yasmin Khan,Gat,1,undirected
Yasmin Khan,George Gordon Byron,1,undirected
Yasmin Khan,Giant spider (Arachnids in the UK),1,undirected
Yasmin Khan,Grace O'Brien,3,undirected
Yasmin Khan,Graham O'Brien,21,undirected
Yasmin Khan,Hakim Khan,3,undirected
Yasmin Khan,Jack Harkness,2,undirected
Yasmin Khan,Jack Robertson,2,undirected
Yasmin Khan,James I,1,undirected
Yasmin Khan,John Polidori,1,undirected
Yasmin Khan,Kasaavin,1,undirected
Yasmin Khan,Krasko,1,undirected
Yasmin Khan,Manish,1,undirected
Yasmin Khan,Mary Shelley,1,undirected
Yasmin Khan,Morax Queen,1,undirected
Yasmin Khan,Najia Khan,3,undirected
Yasmin Khan,Nikola Tesla,1,undirected
Yasmin Khan,Noor Inayat Khan,1,undirected
Yasmin Khan,Percy Shelley,1,undirected
Yasmin Khan,Pol-Kon-Don,1,undirected
Yasmin Khan,Praxeus,1,undirected
Yasmin Khan,Pting (The Tsuranga Conundrum),1,undirected
Yasmin Khan,Queen of the Skithra,1,undirected
Yasmin Khan,Rakaya,1,undirected
Yasmin Khan,Reconnaissance Dalek,2,undirected
Yasmin Khan,Remnant,1,undirected
Yasmin Khan,Ribbons,1,undirected
Yasmin Khan,Rosa Parks,1,undirected
Yasmin Khan,Ryan Sinclair,21,undirected
Yasmin Khan,Solitract,1,undirected
Yasmin Khan,Sonya Khan,4,undirected
Yasmin Khan,Suki Cheng,1,undirected
Yasmin Khan,The Doctor (Fugitive of the Judoon),2,undirected
Yasmin Khan,The Master,3,undirected
Yasmin Khan,Thirteenth Doctor,21,undirected
Yasmin Khan,Thomas Edison,1,undirected
Yasmin Khan,Tibo,2,undirected
Yasmin Khan,Tzim-Sha,2,undirected
Yasmin Khan,Zellin,1,undirected
Yvonne Hartman,Cyber-Leader One,1,undirected
Yvonne Hartman,Dalek Sec,1,undirected
Yvonne Hartman,Donna Noble,1,undirected
Yvonne Hartman,Jackie Tyler,2,undirected
Yvonne Hartman,Jake Simmonds,1,undirected
Yvonne Hartman,Mickey Smith,2,undirected
Yvonne Hartman,Pete Tyler (Pete's World),1,undirected
Yvonne Hartman,Rose Tyler,2,undirected
Yvonne Hartman,Tenth Doctor,2,undirected
Zellin,Chagaska,1,undirected
Zellin,Graham O'Brien,1,undirected
Zellin,Rakaya,1,undirected
Zellin,Ryan Sinclair,1,undirected
Zellin,Sonya Khan,1,undirected
Zellin,Thirteenth Doctor,1,undirected
Zellin,Tibo,1,undirected
Zellin,Yasmin Khan,1,undirected
Zygon Kate Stewart,Clara Oswald,1,undirected
Zygon Kate Stewart,Dalek Fleet,1,undirected
Zygon Kate Stewart,Eleventh Doctor,1,undirected
Zygon Kate Stewart,Elizabeth I,1,undirected
Zygon Kate Stewart,Kate Stewart,1,undirected
Zygon Kate Stewart,Petronella Osgood,1,undirected
Zygon Kate Stewart,Tenth Doctor,1,undirected
Zygon Kate Stewart,The Curator,1,undirected
Zygon Kate Stewart,The Moment,1,undirected
Zygon Kate Stewart,War Doctor,1,undirected
Zygon Osgood,Alistair Gordon Lethbridge-Stewart,1,undirected
Zygon Osgood,Clara Oswald,1,undirected
Zygon Osgood,Danny Pink,1,undirected
Zygon Osgood,Kate Stewart,1,undirected
Zygon Osgood,The Master,1,undirected
Zygon Osgood,Twelfth Doctor,1,undirected
