Source,Target,Weight,Type
A. H. Millington,Ace,1,undirected
A. H. Millington,Fenric,1,undirected
A. H. Millington,Haemovore,1,undirected
A. H. Millington,Ingiger,1,undirected
A. H. Millington,Seventh Doctor,1,undirected
Ace,A. H. Millington,1,undirected
Ace,Allison Williams,1,undirected
Ace,Ancelyn,1,undirected
Ace,Black Dalek Leader,1,undirected
Ace,Cheetah Person,1,undirected
Ace,Chief clown,1,undirected
Ace,Cyber-Leader (Silver Nemesis),1,undirected
Ace,Davros,1,undirected
Ace,De Flores,1,undirected
Ace,Fenric,1,undirected
Ace,Fifth Doctor,1,undirected
Ace,Fourth Doctor,1,undirected
Ace,Gods of Ragnarok,1,undirected
Ace,Haemovore,1,undirected
Ace,Helen A,1,undirected
Ace,Ian Gilmore,1,undirected
Ace,Ingiger,1,undirected
Ace,Josiah Samuel Smith,1,undirected
Ace,K9 (Storm in a Tikka) (page does not exist),1,undirected
Ace,Kandyman,1,undirected
Ace,Kane (Dragonfire),1,undirected
Ace,Kitling,1,undirected
Ace,Leela,1,undirected
Ace,Light (Ghost Light),1,undirected
Ace,Liz Shaw,1,undirected
Ace,Mags (The Greatest Show in the Galaxy),1,undirected
Ace,Melanie Bush,2,undirected
Ace,Midge (Survival),1,undirected
Ace,Mike Yates,1,undirected
Ace,Morgaine,1,undirected
Ace,Nyssa,1,undirected
Ace,Peinforte,1,undirected
Ace,Peri Brown,1,undirected
Ace,Rachel Jensen,1,undirected
Ace,Romana II,1,undirected
Ace,Sabalom Glitz,1,undirected
Ace,Sarah Jane Smith,1,undirected
Ace,Seventh Doctor,10,undirected
Ace,Sixth Doctor,1,undirected
Ace,Susan Foreman,1,undirected
Ace,The Brigadier,2,undirected
Ace,The Destroyer,1,undirected
Ace,The Master,1,undirected
Ace,The Rani,1,undirected
Ace,Third Doctor,1,undirected
Ace,Victoria Waterfield,1,undirected
Ace,Winifred Bambera,1,undirected
Ace (Death Comes to Time),Antimony (Death Comes to Time),1,undirected
Ace (Death Comes to Time),Minister of Chance,1,undirected
Ace (Death Comes to Time),Seventh Doctor (Death Comes to Time),1,undirected
Ace (Death Comes to Time),Tannis (Death Comes to Time),1,undirected
Ace (Death Comes to Time),The Brigadier (Death Comes to Time),1,undirected
Adrasta,Fourth Doctor,1,undirected
Adrasta,K9 Mark II,1,undirected
Adrasta,Romana II,1,undirected
Adric,Ann Talbot,1,undirected
Adric,Cyber-Leader (Earthshock),1,undirected
Adric,Dukkha,1,undirected
Adric,Fifth Doctor,9,undirected
Adric,Fourth Doctor,5,undirected
Adric,Hindle,1,undirected
Adric,K9 Mark II,3,undirected
Adric,Kamelion,1,undirected
Adric,King Vampire,1,undirected
Adric,Madge Cranleigh,1,undirected
Adric,Mara,1,undirected
Adric,Marshman,1,undirected
Adric,Morgus,1,undirected
Adric,Nyssa,10,undirected
Adric,Peri Brown,1,undirected
Adric,Richard Mace,1,undirected
Adric,Romana II,3,undirected
Adric,Rorvik,1,undirected
Adric,Sharaz Jek,1,undirected
Adric,Sixth Doctor,1,undirected
Adric,Stotz,1,undirected
Adric,Tegan Jovanka,9,undirected
Adric,Terileptil,1,undirected
Adric,Terileptil android,1,undirected
Adric,The Master,4,undirected
Adric,The Watcher (Logopolis),1,undirected
Adric,Three Who Rule,1,undirected
Adric,Urbankan,1,undirected
Adric,Vislor Turlough,1,undirected
Aggedor (The Curse of Peladon),Alpha Centauri (The Curse of Peladon),2,undirected
Aggedor (The Curse of Peladon),Amazonia,1,undirected
Aggedor (The Curse of Peladon),Arcturus (The Curse of Peladon),1,undirected
Aggedor (The Curse of Peladon),Azaxyr,1,undirected
Aggedor (The Curse of Peladon),Eckersley,1,undirected
Aggedor (The Curse of Peladon),Ettis,1,undirected
Aggedor (The Curse of Peladon),Grun,1,undirected
Aggedor (The Curse of Peladon),Hepesh,1,undirected
Aggedor (The Curse of Peladon),Ice Lord,1,undirected
Aggedor (The Curse of Peladon),Ice Warrior,2,undirected
Aggedor (The Curse of Peladon),Jo Grant,1,undirected
Aggedor (The Curse of Peladon),Peladon of Peladon,1,undirected
Aggedor (The Curse of Peladon),Sarah Jane Smith,1,undirected
Aggedor (The Curse of Peladon),Third Doctor,2,undirected
Alastair Lethbridge-Stewart,Eric Stahlman,1,undirected
Alastair Lethbridge-Stewart,Greg Sutton,1,undirected
Alastair Lethbridge-Stewart,John Benton,1,undirected
Alastair Lethbridge-Stewart,Keith Gold,1,undirected
Alastair Lethbridge-Stewart,Liz Shaw,1,undirected
Alastair Lethbridge-Stewart,Petra Williams,1,undirected
Alastair Lethbridge-Stewart,The Brigadier,1,undirected
Alastair Lethbridge-Stewart,Third Doctor,1,undirected
Alistair Gordon Lethbridge-Stewart,Black Guardian,1,undirected
Alistair Gordon Lethbridge-Stewart,Borusa,1,undirected
Alistair Gordon Lethbridge-Stewart,Broton,1,undirected
Alistair Gordon Lethbridge-Stewart,Cyber-Director,1,undirected
Alistair Gordon Lethbridge-Stewart,Edward Travers,1,undirected
Alistair Gordon Lethbridge-Stewart,Fifth Doctor,2,undirected
Alistair Gordon Lethbridge-Stewart,First Doctor,1,undirected
Alistair Gordon Lethbridge-Stewart,Fourth Doctor,3,undirected
Alistair Gordon Lethbridge-Stewart,Great Intelligence,1,undirected
Alistair Gordon Lethbridge-Stewart,Harry Sullivan,2,undirected
Alistair Gordon Lethbridge-Stewart,Isobel Watkins,1,undirected
Alistair Gordon Lethbridge-Stewart,Jack Tracy,1,undirected
Alistair Gordon Lethbridge-Stewart,Jamie McCrimmon,2,undirected
Alistair Gordon Lethbridge-Stewart,John Benton,2,undirected
Alistair Gordon Lethbridge-Stewart,K9 Mark III,1,undirected
Alistair Gordon Lethbridge-Stewart,Lord President,1,undirected
Alistair Gordon Lethbridge-Stewart,Mawdryn,1,undirected
Alistair Gordon Lethbridge-Stewart,Nyssa,1,undirected
Alistair Gordon Lethbridge-Stewart,Rassilon,1,undirected
Alistair Gordon Lethbridge-Stewart,Romana II,1,undirected
Alistair Gordon Lethbridge-Stewart,Sarah Jane Smith,3,undirected
Alistair Gordon Lethbridge-Stewart,Scientific Reform Society,1,undirected
Alistair Gordon Lethbridge-Stewart,Second Doctor,3,undirected
Alistair Gordon Lethbridge-Stewart,Susan Foreman,1,undirected
Alistair Gordon Lethbridge-Stewart,Tegan Jovanka,2,undirected
Alistair Gordon Lethbridge-Stewart,The Master,1,undirected
Alistair Gordon Lethbridge-Stewart,Third Doctor,1,undirected
Alistair Gordon Lethbridge-Stewart,Tobias Vaughn,1,undirected
Alistair Gordon Lethbridge-Stewart,Victoria Waterfield,1,undirected
Alistair Gordon Lethbridge-Stewart,Vislor Turlough,2,undirected
Alistair Gordon Lethbridge-Stewart,Zoe Heriot,1,undirected
Allison Williams,Ace,1,undirected
Allison Williams,Black Dalek Leader,1,undirected
Allison Williams,Davros,1,undirected
Allison Williams,Ian Gilmore,1,undirected
Allison Williams,Rachel Jensen,1,undirected
Allison Williams,Seventh Doctor,1,undirected
Alpha Centauri (The Curse of Peladon),Aggedor (The Curse of Peladon),2,undirected
Alpha Centauri (The Curse of Peladon),Amazonia,1,undirected
Alpha Centauri (The Curse of Peladon),Arcturus (The Curse of Peladon),1,undirected
Alpha Centauri (The Curse of Peladon),Azaxyr,1,undirected
Alpha Centauri (The Curse of Peladon),Eckersley,1,undirected
Alpha Centauri (The Curse of Peladon),Ettis,1,undirected
Alpha Centauri (The Curse of Peladon),Grun,1,undirected
Alpha Centauri (The Curse of Peladon),Hepesh,1,undirected
Alpha Centauri (The Curse of Peladon),Ice Lord,1,undirected
Alpha Centauri (The Curse of Peladon),Ice Warrior,2,undirected
Alpha Centauri (The Curse of Peladon),Jo Grant,1,undirected
Alpha Centauri (The Curse of Peladon),Peladon of Peladon,1,undirected
Alpha Centauri (The Curse of Peladon),Sarah Jane Smith,1,undirected
Alpha Centauri (The Curse of Peladon),Third Doctor,2,undirected
Amazonia,Aggedor (The Curse of Peladon),1,undirected
Amazonia,Alpha Centauri (The Curse of Peladon),1,undirected
Amazonia,Arcturus (The Curse of Peladon),1,undirected
Amazonia,Grun,1,undirected
Amazonia,Hepesh,1,undirected
Amazonia,Ice Warrior,1,undirected
Amazonia,Jo Grant,1,undirected
Amazonia,Peladon of Peladon,1,undirected
Amazonia,Third Doctor,1,undirected
Ancelyn,Ace,1,undirected
Ancelyn,Morgaine,1,undirected
Ancelyn,Seventh Doctor,1,undirected
Ancelyn,The Brigadier,1,undirected
Ancelyn,The Destroyer,1,undirected
Ancelyn,Winifred Bambera,1,undirected
Ander Poul,Fourth Doctor,1,undirected
Ander Poul,Kaldor android,1,undirected
Ander Poul,Kiy Uvanov,1,undirected
Ander Poul,Leela,1,undirected
Ander Poul,Lish Toos,1,undirected
Ander Poul,Taren Capel,1,undirected
Animus,Barbara Wright,1,undirected
Animus,First Doctor,1,undirected
Animus,Ian Chesterton,1,undirected
Animus,Vicki Pallister,1,undirected
Ann Talbot,Adric,1,undirected
Ann Talbot,Fifth Doctor,1,undirected
Ann Talbot,Madge Cranleigh,1,undirected
Ann Talbot,Nyssa,1,undirected
Ann Talbot,Tegan Jovanka,1,undirected
Anti-matter creature,Fourth Doctor,1,undirected
Anti-matter creature,Salamar,1,undirected
Anti-matter creature,Sarah Jane Smith,1,undirected
Antimony (Death Comes to Time),Ace (Death Comes to Time),1,undirected
Antimony (Death Comes to Time),Minister of Chance,1,undirected
Antimony (Death Comes to Time),Seventh Doctor (Death Comes to Time),1,undirected
Antimony (Death Comes to Time),Tannis (Death Comes to Time),1,undirected
Antimony (Death Comes to Time),The Brigadier (Death Comes to Time),1,undirected
Arcturus (The Curse of Peladon),Aggedor (The Curse of Peladon),1,undirected
Arcturus (The Curse of Peladon),Alpha Centauri (The Curse of Peladon),1,undirected
Arcturus (The Curse of Peladon),Amazonia,1,undirected
Arcturus (The Curse of Peladon),Grun,1,undirected
Arcturus (The Curse of Peladon),Hepesh,1,undirected
Arcturus (The Curse of Peladon),Ice Warrior,1,undirected
Arcturus (The Curse of Peladon),Jo Grant,1,undirected
Arcturus (The Curse of Peladon),Peladon of Peladon,1,undirected
Arcturus (The Curse of Peladon),Third Doctor,1,undirected
Arthur Linwood,Carol Bell,1,undirected
Arthur Linwood,Charles Kettering,1,undirected
Arthur Linwood,George Patrick Barnham,1,undirected
Arthur Linwood,Harry Mailer,1,undirected
Arthur Linwood,Jo Grant,1,undirected
Arthur Linwood,John Benton,1,undirected
Arthur Linwood,Keller Machine,1,undirected
Arthur Linwood,Mike Yates,1,undirected
Arthur Linwood,Roland Summers,1,undirected
Arthur Linwood,The Brigadier,1,undirected
Arthur Linwood,The Master,1,undirected
Arthur Linwood,Third Doctor,1,undirected
Astra of Atrios,Black Guardian,1,undirected
Astra of Atrios,Drax,1,undirected
Astra of Atrios,Fourth Doctor,1,undirected
Astra of Atrios,K9 Mark II,1,undirected
Astra of Atrios,Marshal of Atrios,1,undirected
Astra of Atrios,Romana I,1,undirected
Astra of Atrios,The Shadow,1,undirected
Auton,Channing,1,undirected
Auton,Liz Shaw,1,undirected
Auton,Nestene Consciousness,1,undirected
Auton,The Brigadier,1,undirected
Auton,Third Doctor,1,undirected
Axos,Carol Bell,1,undirected
Axos,Jo Grant,1,undirected
Axos,John Benton,1,undirected
Axos,Mike Yates,1,undirected
Axos,The Brigadier,1,undirected
Axos,The Master,1,undirected
Axos,Third Doctor,1,undirected
Azal,Dæmon,1,undirected
Azal,Jo Grant,1,undirected
Azal,John Benton,1,undirected
Azal,Mike Yates,1,undirected
Azal,Olive Hawthorne,1,undirected
Azal,The Brigadier,1,undirected
Azal,The Master,1,undirected
Azal,Third Doctor,1,undirected
Azal,Tom Osgood,1,undirected
Azaxyr,Aggedor (The Curse of Peladon),1,undirected
Azaxyr,Alpha Centauri (The Curse of Peladon),1,undirected
Azaxyr,Eckersley,1,undirected
Azaxyr,Ettis,1,undirected
Azaxyr,Ice Lord,1,undirected
Azaxyr,Ice Warrior,1,undirected
Azaxyr,Sarah Jane Smith,1,undirected
Azaxyr,Third Doctor,1,undirected
Azmael,Mestor,1,undirected
Azmael,Peri Brown,1,undirected
Azmael,Sixth Doctor,1,undirected
BOSS,Clifford Jones,1,undirected
BOSS,Giant maggot,1,undirected
BOSS,Jo Grant,1,undirected
BOSS,John Benton,1,undirected
BOSS,Mark Elgin,1,undirected
BOSS,Mike Yates,1,undirected
BOSS,Stevens,1,undirected
BOSS,The Brigadier,1,undirected
BOSS,Third Doctor,1,undirected
Bannermen,Gavrok,1,undirected
Bannermen,Keillor,1,undirected
Bannermen,Melanie Bush,1,undirected
Bannermen,Seventh Doctor,1,undirected
Barbara Wright,Animus,1,undirected
Barbara Wright,Bennett (The Rescue),1,undirected
Barbara Wright,Black Dalek Leader,1,undirected
Barbara Wright,City Administrator (The Sensorites),1,undirected
Barbara Wright,Commander (The Sensorites),1,undirected
Barbara Wright,Dalek,1,undirected
Barbara Wright,El Akir,1,undirected
Barbara Wright,First Doctor,16,undirected
Barbara Wright,Forester (Planet of Giants),1,undirected
Barbara Wright,Ian Chesterton,16,undirected
Barbara Wright,Kal,1,undirected
Barbara Wright,Léon Colbert,1,undirected
Barbara Wright,Marco Polo,1,undirected
Barbara Wright,Maximilien Robespierre,1,undirected
Barbara Wright,Mechonoid,1,undirected
Barbara Wright,Morok,1,undirected
Barbara Wright,Napoléon Bonaparte,1,undirected
Barbara Wright,Nero,1,undirected
Barbara Wright,Steven Taylor,1,undirected
Barbara Wright,Supreme Controller (The Dalek Invasion of Earth),1,undirected
Barbara Wright,Susan Foreman,10,undirected
Barbara Wright,Tegana,1,undirected
Barbara Wright,Tlotoxl,1,undirected
Barbara Wright,Vicki Pallister,6,undirected
Barbara Wright,Yartek,1,undirected
Ben Jackson,Bragen,1,undirected
Ben Jackson,Chameleon (humanoid),1,undirected
Ben Jackson,Cherub (The Smugglers),1,undirected
Ben Jackson,Cutler (The Tenth Planet),1,undirected
Ben Jackson,CyberMondan,1,undirected
Ben Jackson,CyberTelosian,1,undirected
Ben Jackson,Dalek,1,undirected
Ben Jackson,Dodo Chaplet,1,undirected
Ben Jackson,Edwards (The Smugglers),1,undirected
Ben Jackson,First Doctor,3,undirected
Ben Jackson,Grey (The Highlanders),1,undirected
Ben Jackson,Jamie McCrimmon,5,undirected
Ben Jackson,Janley,1,undirected
Ben Jackson,Macra,1,undirected
Ben Jackson,Polly Wright,9,undirected
Ben Jackson,Samuel Pike,1,undirected
Ben Jackson,Second Doctor,7,undirected
Ben Jackson,The Director (The Faceless Ones),1,undirected
Ben Jackson,WOTAN,1,undirected
Ben Jackson,Zaroff,1,undirected
Bennett (The Rescue),Barbara Wright,1,undirected
Bennett (The Rescue),First Doctor,1,undirected
Bennett (The Rescue),Ian Chesterton,1,undirected
Bennett (The Rescue),Vicki Pallister,1,undirected
Billy Clanton,Dodo Chaplet,1,undirected
Billy Clanton,First Doctor,1,undirected
Billy Clanton,Ike Clanton,1,undirected
Billy Clanton,Johnny Ringo,1,undirected
Billy Clanton,Pa Clanton,1,undirected
Billy Clanton,Phineas Clanton,1,undirected
Billy Clanton,Seth Harper,1,undirected
Billy Clanton,Steven Taylor,1,undirected
Billy Clanton,Template:Disputed,1,undirected
Black Dalek Leader,Ace,1,undirected
Black Dalek Leader,Allison Williams,1,undirected
Black Dalek Leader,Barbara Wright,1,undirected
Black Dalek Leader,Bret Vyon,1,undirected
Black Dalek Leader,Dalek,1,undirected
Black Dalek Leader,Davros,2,undirected
Black Dalek Leader,Fifth Doctor,1,undirected
Black Dalek Leader,First Doctor,2,undirected
Black Dalek Leader,Gustave Lytton,1,undirected
Black Dalek Leader,Ian Chesterton,1,undirected
Black Dalek Leader,Ian Gilmore,1,undirected
Black Dalek Leader,Jeff Garvey,1,undirected
Black Dalek Leader,Katarina,1,undirected
Black Dalek Leader,Mavic Chen,1,undirected
Black Dalek Leader,Mechonoid,1,undirected
Black Dalek Leader,Rachel Jensen,1,undirected
Black Dalek Leader,Sara Kingdom,1,undirected
Black Dalek Leader,Seventh Doctor,1,undirected
Black Dalek Leader,Steven Taylor,2,undirected
Black Dalek Leader,Tegan Jovanka,1,undirected
Black Dalek Leader,The Monk,1,undirected
Black Dalek Leader,Vicki Pallister,1,undirected
Black Dalek Leader,Vislor Turlough,1,undirected
Black Guardian,Alistair Gordon Lethbridge-Stewart,1,undirected
Black Guardian,Astra of Atrios,1,undirected
Black Guardian,Drax,1,undirected
Black Guardian,Eirak,1,undirected
Black Guardian,Fifth Doctor,3,undirected
Black Guardian,Fourth Doctor,1,undirected
Black Guardian,K9 Mark II,1,undirected
Black Guardian,Marshal of Atrios,1,undirected
Black Guardian,Mawdryn,1,undirected
Black Guardian,Nyssa,2,undirected
Black Guardian,Romana I,1,undirected
Black Guardian,Tegan Jovanka,3,undirected
Black Guardian,The Shadow,1,undirected
Black Guardian,Vislor Turlough,3,undirected
Black Guardian,White Guardian,1,undirected
Black Guardian,Wrack,1,undirected
Borad,H. G. Wells,1,undirected
Borad,Peri Brown,1,undirected
Borad,Sixth Doctor,1,undirected
Borad,Tekker,1,undirected
Borusa,Alistair Gordon Lethbridge-Stewart,1,undirected
Borusa,Fifth Doctor,2,undirected
Borusa,First Doctor,1,undirected
Borusa,Fourth Doctor,1,undirected
Borusa,K9 Mark III,1,undirected
Borusa,Lord President,1,undirected
Borusa,Nyssa,1,undirected
Borusa,Omega,1,undirected
Borusa,Rassilon,1,undirected
Borusa,Romana II,1,undirected
Borusa,Sarah Jane Smith,1,undirected
Borusa,Second Doctor,1,undirected
Borusa,Susan Foreman,1,undirected
Borusa,Tegan Jovanka,2,undirected
Borusa,The Master,1,undirected
Borusa,Third Doctor,1,undirected
Borusa,Vislor Turlough,1,undirected
Bragen,Ben Jackson,1,undirected
Bragen,Dalek,1,undirected
Bragen,Janley,1,undirected
Bragen,Polly Wright,1,undirected
Bragen,Second Doctor,1,undirected
Bret Vyon,Black Dalek Leader,1,undirected
Bret Vyon,First Doctor,1,undirected
Bret Vyon,Katarina,1,undirected
Bret Vyon,Mavic Chen,1,undirected
Bret Vyon,Sara Kingdom,1,undirected
Bret Vyon,Steven Taylor,1,undirected
Bret Vyon,The Monk,1,undirected
Broton,Alistair Gordon Lethbridge-Stewart,1,undirected
Broton,Fourth Doctor,1,undirected
Broton,Harry Sullivan,1,undirected
Broton,John Benton,1,undirected
Broton,Sarah Jane Smith,1,undirected
Bruno Taltalian,Carrington (The Ambassadors of Death),1,undirected
Bruno Taltalian,Collinson,1,undirected
Bruno Taltalian,John Benton,1,undirected
Bruno Taltalian,Liz Shaw,1,undirected
Bruno Taltalian,Reegan,1,undirected
Bruno Taltalian,The Brigadier,1,undirected
Bruno Taltalian,Third Doctor,1,undirected
Butler (Invasion of the Dinosaurs),Charles Grover,1,undirected
Butler (Invasion of the Dinosaurs),Finch (Invasion of the Dinosaurs),1,undirected
Butler (Invasion of the Dinosaurs),John Benton,1,undirected
Butler (Invasion of the Dinosaurs),Mike Yates,1,undirected
Butler (Invasion of the Dinosaurs),Sarah Jane Smith,1,undirected
Butler (Invasion of the Dinosaurs),The Brigadier,1,undirected
Butler (Invasion of the Dinosaurs),Third Doctor,1,undirected
Butler (Invasion of the Dinosaurs),Whitaker (Invasion of the Dinosaurs),1,undirected
Carol Bell,Arthur Linwood,1,undirected
Carol Bell,Axos,1,undirected
Carol Bell,Charles Kettering,1,undirected
Carol Bell,George Patrick Barnham,1,undirected
Carol Bell,Harry Mailer,1,undirected
Carol Bell,Jo Grant,2,undirected
Carol Bell,John Benton,2,undirected
Carol Bell,Keller Machine,1,undirected
Carol Bell,Mike Yates,2,undirected
Carol Bell,Roland Summers,1,undirected
Carol Bell,The Brigadier,2,undirected
Carol Bell,The Master,2,undirected
Carol Bell,Third Doctor,2,undirected
Carrington (The Ambassadors of Death),Bruno Taltalian,1,undirected
Carrington (The Ambassadors of Death),Collinson,1,undirected
Carrington (The Ambassadors of Death),John Benton,1,undirected
Carrington (The Ambassadors of Death),Liz Shaw,1,undirected
Carrington (The Ambassadors of Death),Reegan,1,undirected
Carrington (The Ambassadors of Death),The Brigadier,1,undirected
Carrington (The Ambassadors of Death),Third Doctor,1,undirected
Cassandra (The Myth Makers),First Doctor,1,undirected
Cassandra (The Myth Makers),Katarina,1,undirected
Cassandra (The Myth Makers),Odysseus,1,undirected
Cassandra (The Myth Makers),Steven Taylor,1,undirected
Cassandra (The Myth Makers),Vicki Pallister,1,undirected
Catherine de Medici,Dodo Chaplet,1,undirected
Catherine de Medici,First Doctor,1,undirected
Catherine de Medici,Gaspard de Saux-Tavannes,1,undirected
Catherine de Medici,Steven Taylor,1,undirected
Celestial Toymaker,Dodo Chaplet,1,undirected
Celestial Toymaker,First Doctor,1,undirected
Celestial Toymaker,Steven Taylor,1,undirected
Cessair of Diplos,Fourth Doctor,1,undirected
Cessair of Diplos,K9 Mark II,1,undirected
Cessair of Diplos,Ogri,1,undirected
Cessair of Diplos,Romana I,1,undirected
Cessair of Diplos,White Guardian,1,undirected
Chameleon (humanoid),Ben Jackson,1,undirected
Chameleon (humanoid),Jamie McCrimmon,1,undirected
Chameleon (humanoid),Polly Wright,1,undirected
Chameleon (humanoid),Second Doctor,1,undirected
Chameleon (humanoid),The Director (The Faceless Ones),1,undirected
Chancellor (The Three Doctors),First Doctor,1,undirected
Chancellor (The Three Doctors),Jo Grant,1,undirected
Chancellor (The Three Doctors),John Benton,1,undirected
Chancellor (The Three Doctors),Omega,1,undirected
Chancellor (The Three Doctors),Palmer (The Three Doctors),1,undirected
Chancellor (The Three Doctors),President (The Three Doctors),1,undirected
Chancellor (The Three Doctors),Second Doctor,1,undirected
Chancellor (The Three Doctors),The Brigadier,1,undirected
Chancellor (The Three Doctors),Third Doctor,1,undirected
Chancellor (The Three Doctors),Time Lord (The Three Doctors),1,undirected
Chang Lee,Eighth Doctor,1,undirected
Chang Lee,Grace Holloway,1,undirected
Chang Lee,Seventh Doctor,1,undirected
Chang Lee,The Master,1,undirected
Channing,Auton,1,undirected
Channing,Liz Shaw,1,undirected
Channing,Nestene Consciousness,1,undirected
Channing,The Brigadier,1,undirected
Channing,Third Doctor,1,undirected
Charles Grover,Butler (Invasion of the Dinosaurs),1,undirected
Charles Grover,Finch (Invasion of the Dinosaurs),1,undirected
Charles Grover,John Benton,1,undirected
Charles Grover,Mike Yates,1,undirected
Charles Grover,Sarah Jane Smith,1,undirected
Charles Grover,The Brigadier,1,undirected
Charles Grover,Third Doctor,1,undirected
Charles Grover,Whitaker (Invasion of the Dinosaurs),1,undirected
Charles Kettering,Arthur Linwood,1,undirected
Charles Kettering,Carol Bell,1,undirected
Charles Kettering,George Patrick Barnham,1,undirected
Charles Kettering,Harry Mailer,1,undirected
Charles Kettering,Jo Grant,1,undirected
Charles Kettering,John Benton,1,undirected
Charles Kettering,Keller Machine,1,undirected
Charles Kettering,Mike Yates,1,undirected
Charles Kettering,Roland Summers,1,undirected
Charles Kettering,The Brigadier,1,undirected
Charles Kettering,The Master,1,undirected
Charles Kettering,Third Doctor,1,undirected
Cheetah Person,Ace,1,undirected
Cheetah Person,Kitling,1,undirected
Cheetah Person,Midge (Survival),1,undirected
Cheetah Person,Seventh Doctor,1,undirected
Cheetah Person,The Master,1,undirected
Chela,Fifth Doctor,1,undirected
Chela,Mara,1,undirected
Chela,Nyssa,1,undirected
Chela,Tegan Jovanka,1,undirected
Cherub (The Smugglers),Ben Jackson,1,undirected
Cherub (The Smugglers),Edwards (The Smugglers),1,undirected
Cherub (The Smugglers),First Doctor,1,undirected
Cherub (The Smugglers),Polly Wright,1,undirected
Cherub (The Smugglers),Samuel Pike,1,undirected
Chessene of the Franzine Grig,Jamie McCrimmon,1,undirected
Chessene of the Franzine Grig,Peri Brown,1,undirected
Chessene of the Franzine Grig,Shockeye of the Quawncing Grig,1,undirected
Chessene of the Franzine Grig,Sixth Doctor,1,undirected
Chessene of the Franzine Grig,Sontaran,1,undirected
Chief Caretaker,Kroagnon,1,undirected
Chief Caretaker,Melanie Bush,1,undirected
Chief Caretaker,Seventh Doctor,1,undirected
Chief Officer,Peri Brown,1,undirected
Chief Officer,Quillam,1,undirected
Chief Officer,Sil,1,undirected
Chief Officer,Sixth Doctor,1,undirected
Chief clown,Ace,1,undirected
Chief clown,Gods of Ragnarok,1,undirected
Chief clown,Mags (The Greatest Show in the Galaxy),1,undirected
Chief clown,Seventh Doctor,1,undirected
Chris Parsons,Chronotis,1,undirected
Chris Parsons,Clare Keightley,1,undirected
Chris Parsons,Eighth Doctor,1,undirected
Chris Parsons,K9 Mark II,1,undirected
Chris Parsons,Romana II,1,undirected
Chris Parsons,Skagra,1,undirected
Chronotis,Chris Parsons,1,undirected
Chronotis,Clare Keightley,1,undirected
Chronotis,Eighth Doctor,1,undirected
Chronotis,K9 Mark II,1,undirected
Chronotis,Romana II,1,undirected
Chronotis,Skagra,1,undirected
City Administrator (The Sensorites),Barbara Wright,1,undirected
City Administrator (The Sensorites),Commander (The Sensorites),1,undirected
City Administrator (The Sensorites),First Doctor,1,undirected
City Administrator (The Sensorites),Ian Chesterton,1,undirected
City Administrator (The Sensorites),Susan Foreman,1,undirected
Clare Keightley,Chris Parsons,1,undirected
Clare Keightley,Chronotis,1,undirected
Clare Keightley,Eighth Doctor,1,undirected
Clare Keightley,K9 Mark II,1,undirected
Clare Keightley,Romana II,1,undirected
Clare Keightley,Skagra,1,undirected
Clifford Jones,BOSS,1,undirected
Clifford Jones,Giant maggot,1,undirected
Clifford Jones,Jo Grant,1,undirected
Clifford Jones,John Benton,1,undirected
Clifford Jones,Mark Elgin,1,undirected
Clifford Jones,Mike Yates,1,undirected
Clifford Jones,Stevens,1,undirected
Clifford Jones,The Brigadier,1,undirected
Clifford Jones,Third Doctor,1,undirected
Collinson,Bruno Taltalian,1,undirected
Collinson,Carrington (The Ambassadors of Death),1,undirected
Collinson,John Benton,1,undirected
Collinson,Liz Shaw,1,undirected
Collinson,Reegan,1,undirected
Collinson,The Brigadier,1,undirected
Collinson,Third Doctor,1,undirected
Commander,Fourth Doctor,1,undirected
Commander,Irongron,1,undirected
Commander,K9 Mark I,1,undirected
Commander,Leela,1,undirected
Commander,Linx,1,undirected
Commander,Sarah Jane Smith,1,undirected
Commander,Stor,1,undirected
Commander,The Brigadier,1,undirected
Commander,Third Doctor,1,undirected
Commander,Vardan,1,undirected
Commander (The Sensorites),Barbara Wright,1,undirected
Commander (The Sensorites),City Administrator (The Sensorites),1,undirected
Commander (The Sensorites),First Doctor,1,undirected
Commander (The Sensorites),Ian Chesterton,1,undirected
Commander (The Sensorites),Susan Foreman,1,undirected
Cutler (The Tenth Planet),Ben Jackson,1,undirected
Cutler (The Tenth Planet),CyberMondan,1,undirected
Cutler (The Tenth Planet),First Doctor,1,undirected
Cutler (The Tenth Planet),Polly Wright,1,undirected
Cutler (The Tenth Planet),Second Doctor,1,undirected
Cyber-Controller,Evelyn Smythe,1,undirected
Cyber-Controller,Sixth Doctor,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Cyberman,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Eric Klieg,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Gustave Lytton,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Jamie McCrimmon,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Kaftan,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Peri Brown,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Peter Haydon,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Second Doctor,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Sixth Doctor,1,undirected
Cyber-Controller (The Tomb of the Cybermen),Victoria Waterfield,1,undirected
