Source,Target,Weight,Type
Adric,Tegan Jovanka,9,undirected
Adric,Terileptil,1,undirected
Adric,Terileptil android,1,undirected
Adric,The Master,4,undirected
Adric,The Watcher (Logopolis),1,undirected
Adric,Three Who Rule,1,undirected
Adric,Urbankan,1,undirected
Adric,Vislor Turlough,1,undirected
Agatha Christie,Arnold Golightly,1,undirected
Agatha Christie,Donna Noble,1,undirected
Agatha Christie,Tenth Doctor,1,undirected
Aggedor (The Curse of Peladon),Alpha Centauri (The Curse of Peladon),2,undirected
Aggedor (The Curse of Peladon),Amazonia,1,undirected
Aggedor (The Curse of Peladon),Arcturus (The Curse of Peladon),1,undirected
Aggedor (The Curse of Peladon),Azaxyr,1,undirected
Aggedor (The Curse of Peladon),Eckersley,1,undirected
Aggedor (The Curse of Peladon),Ettis,1,undirected
Aggedor (The Curse of Peladon),Grun,1,undirected
Aggedor (The Curse of Peladon),Hepesh,1,undirected
Aggedor (The Curse of Peladon),Ice Lord,1,undirected
Aggedor (The Curse of Peladon),Ice Warrior,2,undirected
Aggedor (The Curse of Peladon),Jo Grant,1,undirected
Aggedor (The Curse of Peladon),Peladon of Peladon,1,undirected
Aggedor (The Curse of Peladon),Sarah Jane Smith,1,undirected
Aggedor (The Curse of Peladon),Third Doctor,2,undirected
Akhaten,Clara Oswald (The Bells of Saint John),1,undirected
Akhaten,Eleventh Doctor,1,undirected
Akhaten,Mummy (The Rings of Akhaten),1,undirected
Akhaten,Vigil,1,undirected
Alastair Lethbridge-Stewart,Eric Stahlman,1,undirected
Alastair Lethbridge-Stewart,Greg Sutton,1,undirected
Alastair Lethbridge-Stewart,John Benton,1,undirected
Alastair Lethbridge-Stewart,Keith Gold,1,undirected
Alastair Lethbridge-Stewart,Liz Shaw,1,undirected
Alastair Lethbridge-Stewart,Petra Williams,1,undirected
Alastair Lethbridge-Stewart,The Brigadier,1,undirected
Alastair Lethbridge-Stewart,Third Doctor,1,undirected
Alaya,Amy Pond,2,undirected
Alaya,Eleventh Doctor,2,undirected
Alaya,Restac,1,undirected
Alaya,Rory Williams,2,undirected
Albert Einstein,Einstein's liquid,1,undirected
Albert Einstein,Eleventh Doctor,1,undirected
Albert Einstein,Ood (Death is the Only Answer),1,undirected
Alistair Gordon Lethbridge-Stewart,Black Guardian,1,undirected
Alistair Gordon Lethbridge-Stewart,Borusa,1,undirected
Alistair Gordon Lethbridge-Stewart,Broton,1,undirected
Alistair Gordon Lethbridge-Stewart,Clara Oswald,1,undirected
Alistair Gordon Lethbridge-Stewart,Cyber-Director,1,undirected
Alistair Gordon Lethbridge-Stewart,Danny Pink,1,undirected
Alistair Gordon Lethbridge-Stewart,Edward Travers,1,undirected
Alistair Gordon Lethbridge-Stewart,Fifth Doctor,2,undirected
Alistair Gordon Lethbridge-Stewart,First Doctor,1,undirected
Alistair Gordon Lethbridge-Stewart,Fourth Doctor,3,undirected
Alistair Gordon Lethbridge-Stewart,Great Intelligence,1,undirected
Alistair Gordon Lethbridge-Stewart,Harry Sullivan,2,undirected
Alistair Gordon Lethbridge-Stewart,Isobel Watkins,1,undirected
Alistair Gordon Lethbridge-Stewart,Jack Tracy,1,undirected
Alistair Gordon Lethbridge-Stewart,Jamie McCrimmon,2,undirected
Alistair Gordon Lethbridge-Stewart,John Benton,2,undirected
Alistair Gordon Lethbridge-Stewart,K9 Mark III,1,undirected
Alistair Gordon Lethbridge-Stewart,Kate Stewart,1,undirected
Alistair Gordon Lethbridge-Stewart,Lord President,1,undirected
Alistair Gordon Lethbridge-Stewart,Mawdryn,1,undirected
Alistair Gordon Lethbridge-Stewart,Nyssa,1,undirected
Alistair Gordon Lethbridge-Stewart,Rassilon,1,undirected
Alistair Gordon Lethbridge-Stewart,Romana II,1,undirected
Alistair Gordon Lethbridge-Stewart,Sarah Jane Smith,3,undirected
Alistair Gordon Lethbridge-Stewart,Scientific Reform Society,1,undirected
Alistair Gordon Lethbridge-Stewart,Second Doctor,3,undirected
Alistair Gordon Lethbridge-Stewart,Susan Foreman,1,undirected
Alistair Gordon Lethbridge-Stewart,Tegan Jovanka,2,undirected
Alistair Gordon Lethbridge-Stewart,The Master,2,undirected
Alistair Gordon Lethbridge-Stewart,Third Doctor,1,undirected
Alistair Gordon Lethbridge-Stewart,Tobias Vaughn,1,undirected
Alistair Gordon Lethbridge-Stewart,Twelfth Doctor,1,undirected
Alistair Gordon Lethbridge-Stewart,Victoria Waterfield,1,undirected
Alistair Gordon Lethbridge-Stewart,Vislor Turlough,2,undirected
Alistair Gordon Lethbridge-Stewart,Zoe Heriot,1,undirected
Alistair Gordon Lethbridge-Stewart,Zygon Osgood,1,undirected
Allison Williams,Ace,1,undirected
Allison Williams,Black Dalek Leader,1,undirected
Allison Williams,Davros,1,undirected
Allison Williams,Ian Gilmore,1,undirected
Allison Williams,Rachel Jensen,1,undirected
Allison Williams,Seventh Doctor,1,undirected
Alonso Frame,Astrid Peth,1,undirected
Alonso Frame,Copper (Voyage of the Damned),1,undirected
Alonso Frame,Donna Noble,1,undirected
Alonso Frame,Eleventh Doctor,1,undirected
Alonso Frame,Heavenly Host,1,undirected
Alonso Frame,Jack Harkness,1,undirected
Alonso Frame,Jackie Tyler,1,undirected
Alonso Frame,Luke Smith,1,undirected
Alonso Frame,Martha Jones,1,undirected
Alonso Frame,Max Capricorn,1,undirected
Alonso Frame,Mickey Smith,1,undirected
Alonso Frame,Ood Sigma,1,undirected
Alonso Frame,Rassilon,1,undirected
Alonso Frame,Rose Tyler,1,undirected
Alonso Frame,Sarah Jane Smith,1,undirected
Alonso Frame,Sylvia Noble,1,undirected
Alonso Frame,Tenth Doctor,2,undirected
Alonso Frame,The Master,1,undirected
Alonso Frame,Wilfred Mott,2,undirected
Alpha Centauri (The Curse of Peladon),Aggedor (The Curse of Peladon),2,undirected
Alpha Centauri (The Curse of Peladon),Amazonia,1,undirected
Alpha Centauri (The Curse of Peladon),Arcturus (The Curse of Peladon),1,undirected
Alpha Centauri (The Curse of Peladon),Azaxyr,1,undirected
Alpha Centauri (The Curse of Peladon),Bill Potts,1,undirected
Alpha Centauri (The Curse of Peladon),Eckersley,1,undirected
Alpha Centauri (The Curse of Peladon),Ettis,1,undirected
Alpha Centauri (The Curse of Peladon),Grun,1,undirected
Alpha Centauri (The Curse of Peladon),Hepesh,1,undirected
Alpha Centauri (The Curse of Peladon),Ice Lord,1,undirected
Alpha Centauri (The Curse of Peladon),Ice Warrior,3,undirected
Alpha Centauri (The Curse of Peladon),Jo Grant,1,undirected
Alpha Centauri (The Curse of Peladon),Neville Catchlove,1,undirected
Alpha Centauri (The Curse of Peladon),Peladon of Peladon,1,undirected
Alpha Centauri (The Curse of Peladon),Sarah Jane Smith,1,undirected
Alpha Centauri (The Curse of Peladon),The Master,1,undirected
Alpha Centauri (The Curse of Peladon),Third Doctor,2,undirected
Alpha Centauri (The Curse of Peladon),Twelfth Doctor,1,undirected
Amazonia,Aggedor (The Curse of Peladon),1,undirected
Amazonia,Alpha Centauri (The Curse of Peladon),1,undirected
Amazonia,Arcturus (The Curse of Peladon),1,undirected
Amazonia,Grun,1,undirected
Amazonia,Hepesh,1,undirected
Amazonia,Ice Warrior,1,undirected
Amazonia,Jo Grant,1,undirected
Amazonia,Peladon of Peladon,1,undirected
Amazonia,Third Doctor,1,undirected
Amy Pond,79B Aickman Road,1,undirected
Amy Pond,Abigail Pettigrew,1,undirected
Amy Pond,Adolf Hitler,1,undirected
Amy Pond,Alaya,2,undirected
Amy Pond,Amy Pond (The Girl Who Waited),1,undirected
Amy Pond,Arthur Candy,1,undirected
Amy Pond,Barnable,1,undirected
Amy Pond,Brian Williams (Dinosaurs on a Spaceship),2,undirected
Amy Pond,Canton Everett Delaware III,2,undirected
Amy Pond,Captain,2,undirected
Amy Pond,Carter (Let's Kill Hitler),2,undirected
Amy Pond,Clara Oswald,2,undirected
Amy Pond,Craig Owens,2,undirected
Amy Pond,Cyberman (Mondas),1,undirected
Amy Pond,Cyril Arwell,1,undirected
Amy Pond,Dalek,1,undirected
Amy Pond,Daleks,1,undirected
Amy Pond,Dorium Maldovar,3,undirected
Amy Pond,Dream Lord,1,undirected
Amy Pond,Edwin Bracewell,1,undirected
Amy Pond,Eleventh Doctor,39,undirected
Amy Pond,Eleventh Doctor (Ganger),2,undirected
Amy Pond,Elizabeth X,1,undirected
Amy Pond,Elliot Sardick,1,undirected
Amy Pond,Ganger,1,undirected
Amy Pond,Handbot,1,undirected
Amy Pond,Handles,1,undirected
Amy Pond,Harvest ranger,1,undirected
Amy Pond,Hawthorne (The Beast Below),1,undirected
Amy Pond,Henry Avery,1,undirected
Amy Pond,House (The Doctor's Wife),1,undirected
Amy Pond,Idris,1,undirected
Amy Pond,Jennifer Lucas (Ganger),1,undirected
Amy Pond,John Riddell,1,undirected
Amy Pond,Julius Grayle,1,undirected
Amy Pond,Kahler-Jex,1,undirected
Amy Pond,Kahler-Tek,1,undirected
Amy Pond,Kate Stewart,1,undirected
Amy Pond,Kazran Sardick,1,undirected
Amy Pond,Kovarian,1,undirected
Amy Pond,Krafayis (Vincent and the Doctor),1,undirected
Amy Pond,Lily Arwell,1,undirected
Amy Pond,Liz 10,1,undirected
Amy Pond,Madge Arwell,1,undirected
Amy Pond,Minotaur (The God Complex),1,undirected
Amy Pond,Miranda Cleaves,1,undirected
Amy Pond,Nefertiti,1,undirected
Amy Pond,Paternoster Gang,1,undirected
Amy Pond,Peg doll (Night Terrors),1,undirected
Amy Pond,Prisoner Zero,1,undirected
Amy Pond,Restac,1,undirected
Amy Pond,Richard Nixon,2,undirected
Amy Pond,River Song,11,undirected
Amy Pond,Rory Williams,28,undirected
Amy Pond,Rory Williams (Auton),1,undirected
Amy Pond,Saturnyn,1,undirected
Amy Pond,Shakri,1,undirected
Amy Pond,Silent,3,undirected
Amy Pond,Solomon (Dinosaurs on a Spaceship),1,undirected
Amy Pond,Sophie (The Lodger),2,undirected
Amy Pond,Supreme Dalek (Victory of the Daleks),1,undirected
Amy Pond,Tasha Lem,1,undirected
Amy Pond,Teselecta,1,undirected
Amy Pond,The Alliance (The Pandorica Opens),1,undirected
Amy Pond,The Doctor's TARDIS,1,undirected
Amy Pond,Time Field,1,undirected
Amy Pond,Twelfth Doctor,1,undirected
Amy Pond,Vincent van Gogh,2,undirected
Amy Pond,Weeping Angel,3,undirected
Amy Pond,Weeping Angel (Good as Gold),1,undirected
Amy Pond,Winston Churchill,3,undirected
Amy Pond (The Girl Who Waited),Amy Pond,1,undirected
Amy Pond (The Girl Who Waited),Eleventh Doctor,1,undirected
Amy Pond (The Girl Who Waited),Handbot,1,undirected
Amy Pond (The Girl Who Waited),Rory Williams,1,undirected
Ancelyn,Ace,1,undirected
Ancelyn,Morgaine,1,undirected
Ancelyn,Seventh Doctor,1,undirected
Ancelyn,The Brigadier,1,undirected
Ancelyn,The Destroyer,1,undirected
Ancelyn,Winifred Bambera,1,undirected
Ander Poul,Fourth Doctor,1,undirected
Ander Poul,Kaldor android,1,undirected
Ander Poul,Kiy Uvanov,1,undirected
Ander Poul,Leela,1,undirected
Ander Poul,Lish Toos,1,undirected
Ander Poul,Taren Capel,1,undirected
Angelo (Tooth and Claw),Rose Tyler,1,undirected
Angelo (Tooth and Claw),Tenth Doctor,1,undirected
Angelo (Tooth and Claw),The Host,1,undirected
Angelo (Tooth and Claw),Victoria,1,undirected
Angie Maitland,Artie Maitland,2,undirected
Angie Maitland,Clara Oswald,2,undirected
Angie Maitland,Cyberman,1,undirected
Angie Maitland,Eleventh Doctor,2,undirected
Angie Maitland,Great Intelligence,1,undirected
Angie Maitland,Mr Clever,1,undirected
Angie Maitland,Rosemary Kizlet,1,undirected
Animus,Barbara Wright,1,undirected
Animus,First Doctor,1,undirected
Animus,Ian Chesterton,1,undirected
Animus,Vicki Pallister,1,undirected
Ann Talbot,Adric,1,undirected
Ann Talbot,Fifth Doctor,1,undirected
Ann Talbot,Madge Cranleigh,1,undirected
Ann Talbot,Nyssa,1,undirected
Ann Talbot,Tegan Jovanka,1,undirected
Anti-matter creature,Fourth Doctor,1,undirected
Anti-matter creature,Salamar,1,undirected
Anti-matter creature,Sarah Jane Smith,1,undirected
Antimony (Death Comes to Time),Ace (Death Comes to Time),1,undirected
Antimony (Death Comes to Time),Minister of Chance,1,undirected
Antimony (Death Comes to Time),Seventh Doctor (Death Comes to Time),1,undirected
Antimony (Death Comes to Time),Tannis (Death Comes to Time),1,undirected
Antimony (Death Comes to Time),The Brigadier (Death Comes to Time),1,undirected
Archibald Hamish Lethbridge-Stewart,Bill Potts,1,undirected
Archibald Hamish Lethbridge-Stewart,Clara Oswald,1,undirected
Archibald Hamish Lethbridge-Stewart,First Doctor,1,undirected
Archibald Hamish Lethbridge-Stewart,Nardole,1,undirected
Archibald Hamish Lethbridge-Stewart,Rusty (Into the Dalek),1,undirected
Archibald Hamish Lethbridge-Stewart,Thirteenth Doctor,1,undirected
Archibald Hamish Lethbridge-Stewart,Twelfth Doctor,1,undirected
Arcturus (The Curse of Peladon),Aggedor (The Curse of Peladon),1,undirected
Arcturus (The Curse of Peladon),Alpha Centauri (The Curse of Peladon),1,undirected
Arcturus (The Curse of Peladon),Amazonia,1,undirected
Arcturus (The Curse of Peladon),Grun,1,undirected
Arcturus (The Curse of Peladon),Hepesh,1,undirected
Arcturus (The Curse of Peladon),Ice Warrior,1,undirected
Arcturus (The Curse of Peladon),Jo Grant,1,undirected
Arcturus (The Curse of Peladon),Peladon of Peladon,1,undirected
Arcturus (The Curse of Peladon),Third Doctor,1,undirected
Arnold Golightly,Agatha Christie,1,undirected
Arnold Golightly,Donna Noble,1,undirected
Arnold Golightly,Tenth Doctor,1,undirected
Arthur Candy,Adolf Hitler,1,undirected
Arthur Candy,Amy Pond,1,undirected
Arthur Candy,Captain,1,undirected
Arthur Candy,Carter (Let's Kill Hitler),1,undirected
Arthur Candy,Eleventh Doctor,1,undirected
Arthur Candy,River Song,1,undirected
Arthur Candy,Rory Williams,1,undirected
Arthur Linwood,Carol Bell,1,undirected
Arthur Linwood,Charles Kettering,1,undirected
Arthur Linwood,George Patrick Barnham,1,undirected
Arthur Linwood,Harry Mailer,1,undirected
Arthur Linwood,Jo Grant,1,undirected
Arthur Linwood,John Benton,1,undirected
Arthur Linwood,Keller Machine,1,undirected
Arthur Linwood,Mike Yates,1,undirected
Arthur Linwood,Roland Summers,1,undirected
Arthur Linwood,The Brigadier,1,undirected
Arthur Linwood,The Master,1,undirected
Arthur Linwood,Third Doctor,1,undirected
Artie Maitland,Angie Maitland,2,undirected
Artie Maitland,Clara Oswald,2,undirected
Artie Maitland,Cyberman,1,undirected
Artie Maitland,Eleventh Doctor,2,undirected
Artie Maitland,Great Intelligence,1,undirected
Artie Maitland,Mr Clever,1,undirected
Artie Maitland,Rosemary Kizlet,1,undirected
Ashad,George Gordon Byron,1,undirected
Ashad,Graham O'Brien,2,undirected
Ashad,John Polidori,1,undirected
Ashad,Mary Shelley,1,undirected
Ashad,Percy Shelley,1,undirected
Ashad,Ryan Sinclair,2,undirected
Ashad,The Master,1,undirected
Ashad,Thirteenth Doctor,2,undirected
Ashad,Yasmin Khan,2,undirected
Ashildr,Clara Oswald,4,undirected
Ashildr,Kenossium,1,undirected
Ashildr,Leandro,1,undirected
Ashildr,Mire,1,undirected
Ashildr,Ohila,1,undirected
Ashildr,Rassilon,1,undirected
Ashildr,Rigsy,1,undirected
Ashildr,Twelfth Doctor,4,undirected
Astra of Atrios,Black Guardian,1,undirected
Astra of Atrios,Drax,1,undirected
Astra of Atrios,Fourth Doctor,1,undirected
Astra of Atrios,K9 Mark II,1,undirected
Astra of Atrios,Marshal of Atrios,1,undirected
Astra of Atrios,Romana I,1,undirected
Astra of Atrios,The Shadow,1,undirected
Astrid Peth,Alonso Frame,1,undirected
Astrid Peth,Copper (Voyage of the Damned),1,undirected
Astrid Peth,Heavenly Host,1,undirected
Astrid Peth,Max Capricorn,1,undirected
Astrid Peth,Tenth Doctor,1,undirected
Astrid Peth,Wilfred Mott,1,undirected
Auton,Channing,1,undirected
Auton,Liz Shaw,1,undirected
Auton,Nestene Consciousness,1,undirected
Auton,The Brigadier,1,undirected
Auton,Third Doctor,1,undirected
Axos,Carol Bell,1,undirected
Axos,Jo Grant,1,undirected
Axos,John Benton,1,undirected
Axos,Mike Yates,1,undirected
Axos,The Brigadier,1,undirected
Axos,The Master,1,undirected
Axos,Third Doctor,1,undirected
Azal,Dæmon,1,undirected
Azal,Jo Grant,1,undirected
Azal,John Benton,1,undirected
Azal,Mike Yates,1,undirected
Azal,Olive Hawthorne,1,undirected
Azal,The Brigadier,1,undirected
Azal,The Master,1,undirected
Azal,Third Doctor,1,undirected
Azal,Tom Osgood,1,undirected
Azaxyr,Aggedor (The Curse of Peladon),1,undirected
Azaxyr,Alpha Centauri (The Curse of Peladon),1,undirected
Azaxyr,Eckersley,1,undirected
Azaxyr,Ettis,1,undirected
Azaxyr,Ice Lord,1,undirected
Azaxyr,Ice Warrior,1,undirected
Azaxyr,Sarah Jane Smith,1,undirected
Azaxyr,Third Doctor,1,undirected
Azlok,Cassie Rice,1,undirected
Azlok,Jimmy Stalkingwolf,1,undirected
Azlok,Lord,1,undirected
Azlok,Tenth Doctor,1,undirected
Azmael,Mestor,1,undirected
Azmael,Peri Brown,1,undirected
Azmael,Sixth Doctor,1,undirected
BOSS,Clifford Jones,1,undirected
BOSS,Giant maggot,1,undirected
BOSS,Jo Grant,1,undirected
BOSS,John Benton,1,undirected
BOSS,Mark Elgin,1,undirected
BOSS,Mike Yates,1,undirected
BOSS,Stevens,1,undirected
BOSS,The Brigadier,1,undirected
BOSS,Third Doctor,1,undirected
Bad Wolf (entity),Dalek Emperor in the Last Great Time War,1,undirected
Bad Wolf (entity),Jack Harkness,1,undirected
Bad Wolf (entity),Jackie Tyler,1,undirected
Bad Wolf (entity),Lynda Moss,1,undirected
Bad Wolf (entity),Mickey Smith,1,undirected
Bad Wolf (entity),Ninth Doctor,1,undirected
Bad Wolf (entity),Rose Tyler,1,undirected
Bad Wolf (entity),Tenth Doctor,1,undirected
Baltazar,Martha Jones,1,undirected
Baltazar,Tenth Doctor,1,undirected
Bannermen,Gavrok,1,undirected
Bannermen,Keillor,1,undirected
Bannermen,Melanie Bush,1,undirected
Bannermen,Seventh Doctor,1,undirected
Barbara Wright,Animus,1,undirected
Barbara Wright,Bennett (The Rescue),1,undirected
Barbara Wright,Black Dalek Leader,1,undirected
Barbara Wright,City Administrator (The Sensorites),1,undirected
Barbara Wright,Commander (The Sensorites),1,undirected
Barbara Wright,Dalek,1,undirected
Barbara Wright,El Akir,1,undirected
Barbara Wright,First Doctor,16,undirected
Barbara Wright,Forester (Planet of Giants),1,undirected
Barbara Wright,Ian Chesterton,16,undirected
Barbara Wright,Kal,1,undirected
Barbara Wright,Léon Colbert,1,undirected
Barbara Wright,Marco Polo,1,undirected
Barbara Wright,Maximilien Robespierre,1,undirected
Barbara Wright,Mechonoid,1,undirected
Barbara Wright,Morok,1,undirected
Barbara Wright,Napoléon Bonaparte,1,undirected
Barbara Wright,Nero,1,undirected
Barbara Wright,Steven Taylor,1,undirected
Barbara Wright,Supreme Controller (The Dalek Invasion of Earth),1,undirected
Barbara Wright,Susan Foreman,10,undirected
Barbara Wright,Tegana,1,undirected
Barbara Wright,Tlotoxl,1,undirected
Barbara Wright,Vicki Pallister,6,undirected
Barbara Wright,Yartek,1,undirected
Barnable,Amy Pond,1,undirected
Barnable,Clara Oswald,1,undirected
Barnable,Eleventh Doctor,1,undirected
Barnable,Handles,1,undirected
Barnable,Supreme Dalek (Victory of the Daleks),1,undirected
Barnable,Tasha Lem,1,undirected
Barnable,Twelfth Doctor,1,undirected
Ben Jackson,Bragen,1,undirected
Ben Jackson,Chameleon (humanoid),1,undirected
Ben Jackson,Cherub (The Smugglers),1,undirected
Ben Jackson,Cutler (The Tenth Planet),1,undirected
Ben Jackson,CyberMondan,1,undirected
Ben Jackson,CyberTelosian,1,undirected
Ben Jackson,Dalek,1,undirected
Ben Jackson,Dodo Chaplet,1,undirected
Ben Jackson,Edwards (The Smugglers),1,undirected
Ben Jackson,First Doctor,3,undirected
Ben Jackson,Grey (The Highlanders),1,undirected
Ben Jackson,Jamie McCrimmon,5,undirected
Ben Jackson,Janley,1,undirected
Ben Jackson,Macra,1,undirected
Ben Jackson,Polly Wright,9,undirected
Ben Jackson,Samuel Pike,1,undirected
Ben Jackson,Second Doctor,7,undirected
Ben Jackson,The Director (The Faceless Ones),1,undirected
Ben Jackson,WOTAN,1,undirected
Ben Jackson,Zaroff,1,undirected
Bennett (The Rescue),Barbara Wright,1,undirected
Bennett (The Rescue),First Doctor,1,undirected
Bennett (The Rescue),Ian Chesterton,1,undirected
Bennett (The Rescue),Vicki Pallister,1,undirected
Bill Potts,Alpha Centauri (The Curse of Peladon),1,undirected
Bill Potts,Archibald Hamish Lethbridge-Stewart,1,undirected
Bill Potts,Clara Oswald,1,undirected
Bill Potts,CyberMondan,1,undirected
Bill Potts,Cybermen,1,undirected
Bill Potts,Eater of Light,1,undirected
Bill Potts,Emojibot,1,undirected
Bill Potts,First Doctor,2,undirected
Bill Potts,Ganymede Systems,1,undirected
Bill Potts,Heather (The Pilot),2,undirected
Bill Potts,Ice Warrior,1,undirected
Bill Potts,John (Knock Knock),1,undirected
Bill Potts,Monk (species),2,undirected
Bill Potts,Nardole,11,undirected
Bill Potts,Neville Catchlove,1,undirected
Bill Potts,Ninth Legion,1,undirected
Bill Potts,Rusty (Into the Dalek),1,undirected
Bill Potts,Sentient oil,1,undirected
Bill Potts,Sutcliffe (Thin Ice),1,undirected
Bill Potts,The Master,7,undirected
Bill Potts,Thirteenth Doctor,1,undirected
Bill Potts,Twelfth Doctor,12,undirected
Bill Potts,Vardy,1,undirected
Bill Potts (Shadow World),Monk (species),1,undirected
Bill Potts (Shadow World),Nardole,1,undirected
Bill Potts (Shadow World),Nardole (Shadow World),1,undirected
Bill Potts (Shadow World),The Master,1,undirected
Bill Potts (Shadow World),Twelfth Doctor,1,undirected
Bill Potts (Shadow World),Twelfth Doctor (Shadow World),1,undirected
Billy Clanton,Dodo Chaplet,1,undirected
Billy Clanton,First Doctor,1,undirected
Billy Clanton,Ike Clanton,1,undirected
Billy Clanton,Johnny Ringo,1,undirected
Billy Clanton,Pa Clanton,1,undirected
Billy Clanton,Phineas Clanton,1,undirected
Billy Clanton,Seth Harper,1,undirected
Billy Clanton,Steven Taylor,1,undirected
Billy Clanton,Template:Disputed,1,undirected
Black Dalek Leader,Ace,1,undirected
Black Dalek Leader,Allison Williams,1,undirected
Black Dalek Leader,Barbara Wright,1,undirected
Black Dalek Leader,Bret Vyon,1,undirected
Black Dalek Leader,Dalek,1,undirected
Black Dalek Leader,Davros,2,undirected
